group,rank,recommended,taxon_id,common_name,scientific_name,countries_with_records,observation_count,review_note
birds,161,yes,7729,Tawny-flanked Prinia,Prinia subflava,1,531,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,162,yes,117082,Black-faced Sandgrouse,Pterocles decoratus,1,529,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,163,yes,13235,Silverbird,Empidornis semipartitus,1,525,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,164,yes,3756,Glossy Ibis,Plegadis falcinellus,1,525,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,165,yes,4732,Abdim's Stork,Ciconia abdimii,1,510,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,166,yes,12709,African Thrush,Turdus pelios,1,508,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,167,yes,204545,Western Yellow Wagtail,Motacilla flava,1,502,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,168,yes,7250,Great Blue Turaco,Corythaeola cristata,1,501,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,169,yes,472777,Somali Ostrich,Struthio molybdophanes,1,501,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,170,yes,6965,Yellow-billed Duck,Anas undulata,1,499,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,171,yes,13791,Vitelline Masked-Weaver,Ploceus vitellinus,1,489,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,172,yes,516943,Ashy Starling,Lamprotornis unicolor,1,485,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,173,yes,7247,Eastern Plantain-eater,Crinifer zonurus,1,483,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,174,yes,12868,Northern Anteater-Chat,Myrmecocichla aethiops,1,483,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,175,yes,4237,Little Grebe,Tachybaptus ruficollis,1,481,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,176,yes,487,Red-knobbed Coot,Fulica cristata,1,478,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,177,yes,6984,Red-billed Teal,Anas erythrorhyncha,1,474,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,178,yes,597463,Tropical Boubou,Laniarius major,1,474,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,179,yes,15030,Violet-backed Starling,Cinnyricinclus leucogaster,1,473,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,180,yes,1429237,African Woolly-necked Stork,Ciconia microscelis,1,468,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,181,yes,20969,Common Hoopoe,Upupa epops,1,468,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,182,yes,13793,Black-headed Weaver,Ploceus melanocephalus,1,466,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,183,yes,558613,White-bellied Canary,Crithagra dorsostriata,1,465,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,184,yes,3695,Blue-naped Mousebird,Urocolius macrourus,1,464,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,185,yes,73010,Giant Kingfisher,Megaceryle maxima,1,461,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,186,yes,6986,Cape Teal,Anas capensis,1,458,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,187,yes,2248,White-fronted Bee-eater,Merops bullockoides,1,457,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,188,yes,2989,Dusky Turtle-Dove,Streptopelia lugens,1,455,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,189,yes,145173,Red-chested Sunbird,Cinnyris erythrocercus,1,454,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,190,yes,144655,African Pygmy Kingfisher,Ispidina picta,1,450,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,191,yes,4688,Gray Kestrel,Falco ardosiaceus,1,449,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,192,yes,2220,Northern Carmine Bee-eater,Merops nubicus,1,449,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,193,yes,558601,Yellow-fronted Canary,Crithagra mozambica,1,448,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,194,yes,19075,Fischer's Lovebird,Agapornis fischeri,1,443,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,195,yes,13970,Fan-tailed Widowbird,Euplectes axillaris,1,442,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,196,yes,145030,White-browed Scrub-Robin,Cercotrichas leucophrys,1,434,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,197,yes,2266,European Roller,Coracias garrulus,1,433,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,198,yes,204554,Red-winged Starling,Onychognathus morio,1,433,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,199,yes,15063,Black-lored Babbler,Turdoides sharpei,1,432,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,200,yes,5437,Abyssinian Ground-Hornbill,Bucorvus abyssinicus,1,430,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,201,yes,8004,White-necked Raven,Corvus albicollis,1,423,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,202,yes,14148,Red-headed Weaver,Anaplectes rubriceps,1,417,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,203,yes,12874,Sooty Chat,Myrmecocichla nigra,1,416,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,204,yes,14143,Red-billed Buffalo-Weaver,Bubalornis niger,1,415,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,205,yes,8208,Black-headed Gonolek,Laniarius erythrogaster,1,413,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,206,yes,12985,Swamp Flycatcher,Muscicapa aquatica,1,413,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,207,yes,117083,Chestnut-bellied Sandgrouse,Pterocles exustus,1,413,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,208,yes,1506260,Cardinal Woodpecker,Dendropicos fuscescens,1,411,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,209,yes,72762,Magpie Shrike,Urolestes melanoleucus,1,411,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,210,yes,2288,Broad-billed Roller,Eurystomus glaucurus,1,410,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,211,yes,1585912,Cape Robin-Chat,Dessonornis caffer,1,409,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,212,yes,1584771,African red-rumped swallow,Cecropis melanocrissus,1,405,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,213,yes,12971,Spotted Flycatcher,Muscicapa striata,1,402,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,214,yes,1506400,Eastern Grey Woodpecker,Dendropicos spodocephalus,1,401,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,215,yes,144469,Wahlberg's Eagle,Hieraaetus wahlbergi,1,398,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,216,yes,14030,Blue-capped Cordonbleu,Uraeginthus cyanocephalus,1,397,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,217,yes,4338,Shoebill,Balaeniceps rex,1,393,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,218,yes,569791,Winding Cisticola,Cisticola marginatus,1,384,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,219,yes,4724,Pygmy Falcon,Polihierax semitorquatus,1,384,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,220,yes,2245,Blue-cheeked Bee-eater,Merops persicus,1,378,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,221,yes,13820,Holub's Golden-Weaver,Ploceus xanthops,1,377,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,222,yes,7876,Black-headed Oriole,Oriolus larvatus,1,376,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,223,yes,1505778,Yellow-billed Egret,Ardea brachyrhyncha,1,375,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,224,yes,144536,Gull-billed Tern,Gelochelidon nilotica,1,365,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,225,yes,13837,Spectacled Weaver,Ploceus ocularis,1,365,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,226,yes,4922,Spotted Thick-knee,Burhinus capensis,1,361,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,227,yes,13188,Northern Black-Flycatcher,Melaenornis edolioides,1,361,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,228,yes,13708,Plain-backed Pipit,Anthus leucophrys,1,360,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,229,yes,19076,Yellow-collared Lovebird,Agapornis personatus,1,359,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,230,yes,19055,Meyer's Parrot,Poicephalus meyeri,1,358,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,231,yes,14064,Grosbeak Weaver,Amblyospiza albifrons,1,356,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,232,yes,13964,Yellow Bishop,Euplectes capensis,1,356,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,233,yes,204473,Red-capped Lark,Calandrella cinerea,1,350,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,234,yes,117084,Yellow-throated Sandgrouse,Pterocles gutturalis,1,350,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,235,yes,4883,Pied Avocet,Recurvirostra avosetta,1,350,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,236,yes,12837,Isabelline Wheatear,Oenanthe isabellina,1,347,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,237,yes,117139,Spot-flanked Barbet,Tricholaema lacrymosa,1,347,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,238,yes,6612,Little Swift,Apus affinis,1,340,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,239,yes,1505964,Buff-crested Bustard,Lophotis gindiana,1,340,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,240,yes,3881,Marsh Sandpiper,Tringa stagnatilis,1,340,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,241,yes,4801,Common Ringed Plover,Charadrius hiaticula,1,336,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,242,yes,145170,Marico Sunbird,Cinnyris mariquensis,1,334,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,243,yes,14010,Village Indigobird,Vidua chalybeata,1,333,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,244,yes,4951,Purple Heron,Ardea purpurea,1,332,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,245,yes,13291,Tacazze Sunbird,Nectarinia tacazze,1,332,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,246,yes,20934,Green Woodhoopoe,Phoeniculus purpureus,1,332,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,247,yes,1573679,Red-throated Crag-Martin,Ptyonoprogne rufigula,1,330,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,248,yes,980208,Moorland Chat,Pinarochroa sordida,1,326,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,249,yes,15052,Arrow-marked Babbler,Turdoides jardineii,1,325,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,250,yes,8399,Chinspot Batis,Batis molitor,1,322,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,251,yes,1289689,Coqui Francolin,Campocolinus coqui,1,321,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,252,yes,12022,Taita Fiscal,Lanius dorsalis,1,320,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,253,yes,1506317,Double-toothed Barbet,Pogonornis bidentatus,1,319,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,254,yes,5083,Steppe Eagle,Aquila nipalensis,1,317,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,255,yes,558610,Reichenow's Seedeater,Crithagra reichenowi,1,315,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,256,yes,7749,Yellow-breasted Apalis,Apalis flavida,1,313,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,257,yes,558618,Brimstone Canary,Crithagra sulphurata,1,313,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,258,yes,5430,Lizard Buzzard,Kaupifalco monogrammicus,1,310,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,259,yes,145142,Amethyst Sunbird,Chalcomitra amethystina,1,309,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,260,yes,1738,Diederik Cuckoo,Chrysococcyx caprius,1,309,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,261,yes,8296,Black-backed Puffback,Dryoscopus cubla,1,309,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,262,yes,201282,Common Moorhen,Gallinula chloropus,1,308,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,263,yes,4514,White-winged Tern,Chlidonias leucopterus,1,307,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,264,yes,3405,African Green-Pigeon,Treron calvus,1,305,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,265,yes,8593,Rosy-patched Bushshrike,Rhodophoneus cruentus,1,296,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,266,yes,979726,Yellow-spotted Bush Sparrow,Gymnoris pyrgita,1,292,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,267,yes,144460,Gabar Goshawk,Micronisus gabar,1,291,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,268,yes,2346,Brown-hooded Kingfisher,Halcyon albiventris,1,288,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,269,yes,1585429,Ross's Turaco,Tauraco rossae,1,288,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,270,yes,13834,Northern Brown-throated Weaver,Ploceus castanops,1,286,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,271,yes,13825,Black-necked Weaver,Ploceus nigricollis,1,285,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,272,yes,13999,Green-winged Pytilia,Pytilia melba,1,285,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,273,yes,13821,Slender-billed Weaver,Ploceus pelzelni,1,284,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,274,yes,558430,Blue-billed Teal,Spatula hottentota,1,284,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,275,yes,13770,Common Waxbill,Estrilda astrild,1,283,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,276,yes,8046,Fan-tailed Raven,Corvus rhipidurus,1,282,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,277,yes,13962,Southern Red Bishop,Euplectes orix,1,282,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,278,yes,13836,African Golden-Weaver,Ploceus subaureus,1,282,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,279,yes,1572871,Sentinel Lark,Corypha athi,1,281,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,280,yes,145162,Northern Double-collared Sunbird,Cinnyris reichenowi,1,280,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,281,yes,13787,Vieillot's Black Weaver,Ploceus nigerrimus,1,277,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,282,yes,7204,Hartlaub's Turaco,Tauraco hartlaubi,1,276,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,283,yes,13862,Parrot-billed Sparrow,Passer gongonensis,1,272,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,284,yes,1578607,Gorgeous Sunbird,Cinnyris melanogastrus,1,271,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,285,yes,12822,Northern Wheatear,Oenanthe oenanthe,1,270,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,286,yes,4604,Collared Pratincole,Glareola pratincola,1,269,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,287,yes,19051,Red-bellied Parrot,Poicephalus rufiventris,1,269,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,288,yes,8454,Brown-throated Wattle-eye,Platysteira cyanea,1,267,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,289,yes,4733,White Stork,Ciconia ciconia,1,266,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,290,yes,13869,Swainson's Sparrow,Passer swainsonii,1,266,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,291,yes,8446,Brown-crowned Tchagra,Tchagra australis,1,266,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,292,yes,7160,Knob-billed Duck,Sarkidiornis melanotos,1,265,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,293,yes,144498,Double-banded Courser,Smutsornis africanus,1,264,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,294,yes,1903,Red-chested Cuckoo,Cuculus solitarius,1,263,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,295,yes,1730,Klaas's Cuckoo,Chrysococcyx klaas,1,261,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,296,yes,13861,Chestnut Sparrow,Passer eminibey,1,261,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,297,yes,5392,White-headed Vulture,Trigonoceps occipitalis,1,261,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,298,yes,558602,African Citril,Crithagra citrinelloides,1,260,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,299,yes,6681,African Palm Swift,Cypsiurus parvus,1,258,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,300,yes,19882,Pearl-spotted Owlet,Glaucidium perlatum,1,258,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,301,yes,4981,Black-crowned Night Heron,Nycticorax nycticorax,1,256,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,302,yes,2191,European Bee-eater,Merops apiaster,1,253,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,303,yes,144468,African Hawk-Eagle,Aquila spilogaster,1,250,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,304,yes,2223,Red-throated Bee-eater,Merops bulocki,1,249,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,305,yes,13704,Mountain Wagtail,Motacilla clara,1,249,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,306,yes,13811,Taveta Golden-Weaver,Ploceus castaneiceps,1,248,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,307,yes,145175,Purple-banded Sunbird,Cinnyris bifasciatus,1,247,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,308,yes,9202,Golden-breasted Bunting,Emberiza flaviventris,1,246,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,309,yes,144298,Mocking Cliff-Chat,Thamnolaea cinnamomeiventris,1,246,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,310,yes,495992,Gray-breasted Spurfowl,Pternistis rufopictus,1,245,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,311,yes,204449,Eastern Paradise-Whydah,Vidua paradisaea,1,242,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,312,yes,472766,Eurasian Kestrel,Falco tinnunculus,1,239,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,313,yes,11945,Brown-throated Martin,Riparia paludicola,1,239,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,314,yes,13366,Eastern Violet-backed Sunbird,Anthreptes orientalis,1,237,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,315,yes,12839,Capped Wheatear,Oenanthe pileata,1,237,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,316,yes,8313,Black Cuckooshrike,Campephaga flava,1,236,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,317,yes,13835,Golden-backed Weaver,Ploceus jacksoni,1,235,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,318,yes,4864,Black-winged Lapwing,Vanellus melanopterus,1,234,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,319,yes,12795,Rüppell's Robin-Chat,Cossypha semirufa,1,233,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,320,yes,15253,Red-faced Crombec,Sylvietta whytii,1,232,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,321,yes,5167,Montagu's Harrier,Circus pygargus,1,231,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,322,yes,13965,White-winged Widowbird,Euplectes albonotatus,1,231,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,323,yes,8371,Piapiac,Ptilostomus afer,1,231,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,324,yes,145348,Black-and-white Mannikin,Spermestes bicolor,1,231,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,325,yes,13966,Northern Red Bishop,Euplectes franciscanus,1,229,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,326,yes,11909,Angola Swallow,Hirundo angolensis,1,228,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,327,yes,19965,African Wood-Owl,Strix woodfordii,1,228,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,328,yes,5484,Eastern Yellow-billed Hornbill,Tockus flavirostris,1,227,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,329,yes,145131,Green-headed Sunbird,Cyanomitra verticalis,1,226,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,330,yes,145335,Yellow-bellied Waxbill,Coccopygia quartinia,1,224,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,331,yes,979654,Eastern Double-collared Sunbird,Cinnyris mediocris,1,223,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,332,yes,3901,Eurasian Whimbrel,Numenius phaeopus,1,223,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,333,yes,62148,Whiskered Tern,Chlidonias hybrida,1,222,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,334,yes,14096,Cut-throat Finch,Amadina fasciata,1,221,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,335,yes,144659,Purple Roller,Coracias naevius,1,221,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,336,yes,145169,Beautiful Sunbird,Cinnyris pulchellus,1,220,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,337,yes,73533,Northern Pied-Babbler,Turdoides hypoleuca,1,220,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,338,yes,1435814,Ethiopian Bee-eater,Merops lafresnayii,1,217,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,339,yes,367672,Abyssinian Wheatear,Oenanthe lugubris,1,214,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,340,yes,3746,Wattled Ibis,Bostrychia carunculata,1,213,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,341,yes,793461,Yellow-rumped Tinkerbird,Pogoniulus bilineatus,1,211,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,342,yes,145154,Olive-bellied Sunbird,Cinnyris chloropygius,1,208,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,343,yes,13786,Chestnut Weaver,Ploceus rubiginosus,1,208,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,344,yes,4861,Senegal Lapwing,Vanellus lugubris,1,208,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,345,yes,2265,Abyssinian Roller,Coracias abyssinicus,1,207,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,346,yes,495976,Hildebrandt's Spurfowl,Pternistis hildebrandti,1,207,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,347,yes,144763,Pink-breasted Lark,Calendulauda poecilosterna,1,206,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,348,yes,12830,Pied Wheatear,Oenanthe pleschanka,1,206,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,349,yes,558628,Brown-rumped Seedeater,Crithagra tristriata,1,205,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,350,yes,204472,Common Buzzard,Buteo buteo,1,202,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,351,yes,339680,Red-tailed Shrike,Lanius phoenicuroides,1,201,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,352,yes,1289421,Rufous Chatterer,Argya rubiginosa,1,200,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,353,yes,3885,Green Sandpiper,Tringa ochropus,1,199,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,354,yes,204470,Spotted Eagle-Owl,Bubo africanus,1,198,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,355,yes,4934,Black Heron,Egretta ardesiaca,1,197,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
