group,rank,recommended,taxon_id,common_name,scientific_name,countries_with_records,observation_count,review_note
birds,70,yes,204512,European Pied Flycatcher,Ficedula hypoleuca,1,7377,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,71,yes,12039,Woodchat Shrike,Lanius senator,1,7299,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,72,yes,558438,Northern Shoveler,Spatula clypeata,1,7291,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,73,yes,18911,Rose-ringed Parakeet,Psittacula krameri,1,7279,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,74,yes,336399,Eurasian Jackdaw,Coloeus monedula,1,7241,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,75,yes,204496,Carrion Crow,Corvus corone,1,7229,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,76,yes,7697,Zitting Cisticola,Cisticola juncidis,1,7120,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,77,yes,13851,Eurasian Tree Sparrow,Passer montanus,1,6988,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,78,yes,6638,Common Swift,Apus apus,1,6851,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,79,yes,3849,Sanderling,Calidris alba,1,6563,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,80,yes,5382,Cinereous Vulture,Aegypius monachus,1,6467,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,81,yes,7067,Common Shelduck,Tadorna tadorna,1,6463,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,82,yes,4801,Common Ringed Plover,Charadrius hiaticula,1,6455,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,83,yes,5242,Short-toed Snake-Eagle,Circaetus gallicus,1,6411,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,84,yes,3857,Dunlin,Calidris alpina,1,6358,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,85,yes,6937,Green-winged Teal,Anas crecca,1,6334,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,86,yes,339684,Iberian Magpie,Cyanopica cooki,1,6248,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,87,yes,144788,Eurasian Crag-Martin,Ptyonoprogne rupestris,1,6246,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,88,yes,13729,Meadow Pipit,Anthus pratensis,1,6043,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,89,yes,72486,Egyptian Goose,Alopochen aegyptiaca,1,5982,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,90,yes,3878,Common Greenshank,Tringa nebularia,1,5944,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,91,yes,867,Red-legged Partridge,Alectoris rufa,1,5902,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,92,yes,9192,Cirl Bunting,Emberiza cirlus,1,5898,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,93,yes,12038,Red-backed Shrike,Lanius collurio,1,5847,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,94,yes,3879,Common Redshank,Tringa totanus,1,5815,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,95,yes,558439,Gadwall,Mareca strepera,1,5807,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,96,yes,145363,Eurasian Wren,Troglodytes troglodytes,1,5782,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,97,yes,14824,Eurasian Nuthatch,Sitta europaea,1,5745,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,98,yes,4981,Black-crowned Night Heron,Nycticorax nycticorax,1,5622,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,99,yes,4857,Northern Lapwing,Vanellus vanellus,1,5414,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,100,yes,7045,Common Pochard,Aythya ferina,1,5384,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,101,yes,1505620,Kentish Plover,Anarhynchus alexandrinus,1,5376,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,102,yes,13079,Common Nightingale,Luscinia megarhynchos,1,5340,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,103,yes,979813,Pygmy Cormorant,Microcarbo pygmaeus,1,5114,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,104,yes,4883,Pied Avocet,Recurvirostra avosetta,1,5098,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,105,yes,1580336,Little Ringed Plover,Thinornis dubius,1,5061,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,106,yes,41,Common Crane,Grus grus,1,5038,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,107,yes,7462,Short-toed Treecreeper,Certhia brachydactyla,1,4992,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,108,yes,1289604,European Shag,Gulosus aristotelis,1,4947,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,109,yes,144517,Mediterranean Gull,Ichthyaetus melanocephalus,1,4946,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,110,yes,5106,Eurasian Sparrowhawk,Accipiter nisus,1,4881,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,111,yes,12992,Common Redstart,Phoenicurus phoenicurus,1,4780,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,112,yes,2938,European Turtle-Dove,Streptopelia turtur,1,4780,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,113,yes,117097,Common Firecrest,Regulus ignicapilla,1,4766,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,114,yes,3901,Eurasian Whimbrel,Numenius phaeopus,1,4763,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,115,yes,4951,Purple Heron,Ardea purpurea,1,4511,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,116,yes,204545,Western Yellow Wagtail,Motacilla flava,1,4498,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,117,yes,13854,Spanish Sparrow,Passer hispaniolensis,1,4491,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,118,yes,144522,Audouin's Gull,Ichthyaetus audouinii,1,4487,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,119,yes,981,Ring-necked Pheasant,Phasianus colchicus,1,4425,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,120,yes,7122,Red-crested Pochard,Netta rufina,1,4417,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,121,yes,4450,Common Tern,Sterna hirundo,1,4222,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,122,yes,5325,European Honey-buzzard,Pernis apivorus,1,4181,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,123,yes,4892,Black-bellied Plover,Pluvialis squatarola,1,4173,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,124,yes,7359,Thekla's Lark,Galerida theklae,1,4131,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,125,yes,7018,Greylag Goose,Anser anser,1,4130,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,126,yes,144541,Sandwich Tern,Thalasseus sandvicensis,1,4122,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,127,yes,4994,Squacco Heron,Ardeola ralloides,1,4082,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,128,yes,144830,Crested Tit,Lophophanes cristatus,1,4052,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,129,yes,1584768,European Red-rumped Swallow,Cecropis rufula,1,4029,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,130,yes,9193,Rock Bunting,Emberiza cia,1,4003,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,131,yes,145303,Eurasian Siskin,Spinus spinus,1,3921,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,132,yes,13988,Dunnock,Prunella modularis,1,3881,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,133,yes,13141,Blue Rock-Thrush,Monticola solitarius,1,3793,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,134,yes,12735,Mistle Thrush,Turdus viscivorus,1,3741,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,135,yes,3739,African Sacred Ibis,Threskiornis aethiopicus,1,3611,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,136,yes,13770,Common Waxbill,Estrilda astrild,1,3579,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,137,yes,3885,Green Sandpiper,Tringa ochropus,1,3506,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,138,yes,144242,Iberian Green Woodpecker,Picus sharpei,1,3489,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,139,yes,3947,Black-tailed Godwit,Limosa limosa,1,3486,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,140,yes,318836,Common Snipe,Gallinago gallinago,1,3484,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,141,yes,12908,Whinchat,Saxicola rubetra,1,3477,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,142,yes,117055,Willow Warbler,Phylloscopus trochilus,1,3402,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,143,yes,3888,Wood Sandpiper,Tringa glareola,1,3398,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,144,yes,19898,Tawny Owl,Strix aluco,1,3365,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,145,yes,5074,Golden Eagle,Aquila chrysaetos,1,3351,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,146,yes,4647,Peregrine Falcon,Falco peregrinus,1,3337,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,147,yes,9246,Island Canary,Serinus canaria,1,3335,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,148,yes,906982,Iberian Grey Shrike,Lanius meridionalis,1,3326,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,149,yes,116999,Osprey,Pandion haliaetus,1,3252,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,150,yes,4205,Eared Grebe,Podiceps nigricollis,1,3175,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,151,yes,59845,Lesser Kestrel,Falco naumanni,1,3149,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,152,yes,339593,Ruff,Calidris pugnax,1,3144,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,153,yes,72516,Alpine Swift,Tachymarptis melba,1,3143,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,154,yes,1907,Common Cuckoo,Cuculus canorus,1,3121,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,155,yes,7363,Woodlark,Lullula arborea,1,3089,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,156,yes,20244,Eurasian Scops-Owl,Otus scops,1,3038,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,157,yes,7046,Tufted Duck,Aythya fuligula,1,3032,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,158,yes,7647,White-throated Dipper,Cinclus cinclus,1,3025,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,159,yes,8350,Yellow-billed Chough,Pyrrhocorax graculus,1,3019,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,160,yes,8349,Red-billed Chough,Pyrrhocorax pyrrhocorax,1,3012,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,161,yes,144243,Eurasian Green Woodpecker,Picus viridis,1,2913,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,162,yes,204556,Eurasian Golden Oriole,Oriolus oriolus,1,2891,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,163,yes,13713,Water Pipit,Anthus spinoletta,1,2868,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,164,yes,4736,Black Stork,Ciconia nigra,1,2818,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,165,yes,6643,Pallid Swift,Apus pallidus,1,2790,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,166,yes,7004,Common Merganser,Mergus merganser,1,2748,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,167,yes,4843,Eurasian Oystercatcher,Haematopus ostralegus,1,2690,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,168,yes,7068,Ruddy Shelduck,Tadorna ferruginea,1,2668,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,169,yes,116923,Melodious Warbler,Hippolais polyglotta,1,2661,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,170,yes,3896,Eurasian Curlew,Numenius arquata,1,2628,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,171,yes,793469,Goldcrest,Regulus regulus,1,2593,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,172,yes,116858,Cetti's Warbler,Cettia cetti,1,2582,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,173,yes,204455,Common Reed Warbler,Acrocephalus scirpaceus,1,2572,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,174,yes,475028,Western Swamphen,Porphyrio porphyrio,1,2525,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,175,yes,5081,Spanish Eagle,Aquila adalberti,1,2517,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,176,yes,5361,Egyptian Vulture,Neophron percnopterus,1,2505,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,177,yes,3017,Rock Pigeon,Columba livia,1,2500,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,178,yes,10411,Red Crossbill,Loxia curvirostra,1,2433,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,179,yes,9201,Reed Bunting,Emberiza schoeniclus,1,2410,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,180,yes,13738,Berthelot's Pipit,Anthus berthelotii,1,2400,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,181,yes,3802,Northern Gannet,Morus bassanus,1,2384,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,182,yes,5167,Montagu's Harrier,Circus pygargus,1,2327,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,183,yes,144501,Slender-billed Gull,Chroicocephalus genei,1,2283,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,184,yes,20307,Long-eared Owl,Asio otus,1,2189,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,185,yes,9801,Hawfinch,Coccothraustes coccothraustes,1,2140,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,186,yes,13711,Tree Pipit,Anthus trivialis,1,2124,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,187,yes,144529,Little Tern,Sternula albifrons,1,2124,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,188,yes,1504818,Madeiran Chaffinch,Fringilla maderensis,1,2085,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,189,yes,3838,Little Stint,Calidris minuta,1,2047,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,190,yes,558441,Eurasian Wigeon,Mareca penelope,1,1922,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,191,yes,1289470,Greater Whitethroat,Curruca communis,1,1906,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,192,yes,144809,Marsh Tit,Poecile palustris,1,1894,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,193,yes,1578961,Little Bittern,Botaurus minutus,1,1873,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,194,yes,2266,European Roller,Coracias garrulus,1,1853,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,195,yes,14076,Rock Sparrow,Petronia petronia,1,1821,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,196,yes,7055,Ferruginous Duck,Aythya nyroca,1,1803,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,197,yes,7081,White-headed Duck,Oxyura leucocephala,1,1794,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,198,yes,1289471,Western Subalpine Warbler,Curruca iberiae,1,1791,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,199,yes,3882,Spotted Redshank,Tringa erythropus,1,1763,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,200,yes,320711,Cory's Shearwater,Calonectris borealis,1,1758,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,201,yes,4643,Eurasian Hobby,Falco subbuteo,1,1745,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,202,yes,1504817,Azores Chaffinch,Fringilla moreletti,1,1740,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,203,yes,6933,Northern Pintail,Anas acuta,1,1736,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,204,yes,7347,Eurasian Skylark,Alauda arvensis,1,1732,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,205,yes,13996,Alpine Accentor,Prunella collaris,1,1723,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,206,yes,4333,Dalmatian Pelican,Pelecanus crispus,1,1720,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,207,yes,62148,Whiskered Tern,Chlidonias hybrida,1,1705,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,208,yes,513926,Water Rail,Rallus aquaticus,1,1705,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,209,yes,4923,Eurasian Stone-curlew,Burhinus oedicnemus,1,1647,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,210,yes,3863,Curlew Sandpiper,Calidris ferruginea,1,1619,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,211,yes,7106,Mandarin Duck,Aix galericulata,1,1613,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,212,yes,1787,Great Spotted Cuckoo,Clamator glandarius,1,1610,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,213,yes,204456,Great Reed Warbler,Acrocephalus arundinaceus,1,1581,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,214,yes,17835,Black Woodpecker,Dryocopus martius,1,1574,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,215,yes,77,Great Bustard,Otis tarda,1,1569,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,216,yes,1579015,Eurasian Goshawk,Astur gentilis,1,1539,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,217,yes,10069,Brambling,Fringilla montifringilla,1,1512,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,218,yes,558429,Garganey,Spatula querquedula,1,1511,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,219,yes,1289467,Dartford Warbler,Curruca undata,1,1505,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,220,yes,117007,Western Bonelli's Warbler,Phylloscopus bonelli,1,1501,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,221,yes,4504,Atlantic Puffin,Fratercula arctica,1,1481,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,222,yes,9462,Eurasian Bullfinch,Pyrrhula pyrrhula,1,1478,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,223,yes,18448,Eurasian Wryneck,Jynx torquilla,1,1471,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,224,yes,11941,Bank Swallow,Riparia riparia,1,1454,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,225,yes,117011,Canary Islands Chiffchaff,Phylloscopus canariensis,1,1420,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,226,yes,1204,Indian Peafowl,Pavo cristatus,1,1409,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,227,yes,12707,Fieldfare,Turdus pilaris,1,1372,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,228,yes,4356,Common Gull,Larus canus,1,1371,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,229,yes,4889,European Golden-Plover,Pluvialis apricaria,1,1328,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,230,yes,7139,Marbled Duck,Marmaronetta angustirostris,1,1309,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,231,yes,3951,Bar-tailed Godwit,Limosa lapponica,1,1296,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,232,yes,20445,Western Barn Owl,Tyto alba,1,1294,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,233,yes,12838,Black Wheatear,Oenanthe leucura,1,1282,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,234,yes,20059,Eurasian Eagle-Owl,Bubo bubo,1,1276,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,235,yes,13712,Tawny Pipit,Anthus campestris,1,1254,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,236,yes,559064,Hen Harrier,Circus cyaneus,1,1247,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,237,yes,13676,Eurasian Penduline-Tit,Remiz pendulinus,1,1227,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,238,yes,9195,Yellowhammer,Emberiza citrinella,1,1194,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,239,yes,13071,Bluethroat,Luscinia svecica,1,1187,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,240,yes,19410,Eurasian Nightjar,Caprimulgus europaeus,1,1186,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,241,yes,792977,Lesser Spotted Woodpecker,Dryobates minor,1,1171,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,242,yes,4604,Collared Pratincole,Glareola pratincola,1,1153,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,243,yes,144536,Gull-billed Tern,Gelochelidon nilotica,1,1132,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,244,yes,12825,Western Black-eared Wheatear,Oenanthe hispanica,1,1129,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,245,yes,132,Little Bustard,Tetrax tetrax,1,1127,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,246,yes,5275,Black-winged Kite,Elanus caeruleus,1,1093,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,247,yes,5379,Bearded Vulture,Gypaetus barbatus,1,1059,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,248,yes,204552,Northern Nutcracker,Nucifraga caryocatactes,1,1059,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,249,yes,1286971,Eastern Black-eared Wheatear,Oenanthe melanoleuca,1,1055,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,250,yes,487,Red-knobbed Coot,Fulica cristata,1,1052,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,251,yes,144537,Caspian Tern,Hydroprogne caspia,1,1029,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,252,yes,559070,Great Gray Shrike,Lanius excubitor,1,1018,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,253,yes,3753,Northern Bald Ibis,Geronticus eremita,1,976,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,254,yes,204544,White-winged Snowfinch,Montifringilla nivalis,1,958,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,255,yes,7367,Calandra Lark,Melanocorypha calandra,1,947,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,256,yes,4671,Eleonora's Falcon,Falco eleonorae,1,941,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,257,yes,117027,Iberian Chiffchaff,Phylloscopus ibericus,1,932,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,258,yes,15302,Garden Warbler,Sylvia borin,1,919,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,259,yes,4368,Great Black-backed Gull,Larus marinus,1,894,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,260,yes,578093,Greater Short-toed Lark,Calandrella brachydactyla,1,882,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,261,yes,12749,Redwing,Turdus iliacus,1,868,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,262,yes,117048,Wood Warbler,Phylloscopus sibilatrix,1,867,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,263,yes,144467,Bonelli's Eagle,Aquila fasciata,1,854,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,264,yes,1289697,Black Grouse,Lyrurus tetrix,1,841,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,265,yes,117078,Pin-tailed Sandgrouse,Pterocles alchata,1,824,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,266,yes,1289200,Eastern Subalpine Warbler,Curruca cantillans,1,785,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,267,yes,6914,Black Swan,Cygnus atratus,1,774,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,268,yes,846,Chukar,Alectoris chukar,1,773,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
